"1","0.000000","192.53.53.104","74.125.250.243","RTCP","114","Receiver Report   "
"171","2.227849","192.53.53.104","74.125.250.243","UDP","97","42934 → 3478 Len=55"
"172","2.249150","192.53.53.104","74.125.250.243","UDP","97","42934 → 3478 Len=55"
"173","2.249802","192.53.53.104","74.125.250.243","UDP","86","42934 → 3478 Len=44"
"174","2.254038","74.125.250.243","192.53.53.104","RTCP","110","Application specific   subtype=13"
"175","2.265359","192.53.53.104","74.125.250.243","UDP","97","42934 → 3478 Len=55"
"176","2.286621","192.53.53.104","74.125.250.243","UDP","97","42934 → 3478 Len=55"
"177","2.301595","74.125.250.243","192.53.53.104","RTCP","106","Application specific   subtype=13"
"178","2.307903","192.53.53.104","74.125.250.243","UDP","97","42934 → 3478 Len=55"
"179","2.315198","74.125.250.243","192.53.53.104","UDP","163","3478 → 42934 Len=121"
"180","2.329258","192.53.53.104","74.125.250.243","UDP","97","42934 → 3478 Len=55"
"181","2.331685","74.125.250.243","192.53.53.104","UDP","175","3478 → 42934 Len=133"
"182","2.345234","192.53.53.104","74.125.250.243","UDP","97","42934 → 3478 Len=55"
"183","2.360388","74.125.250.243","192.53.53.104","UDP","162","3478 → 42934 Len=120"
"184","2.360388","74.125.250.243","192.53.53.104","RTCP","110","Application specific   subtype=13"
"185","2.366564","192.53.53.104","74.125.250.243","UDP","95","42934 → 3478 Len=53"
"186","2.374975","192.53.53.104","74.125.250.243","UDP","90","42934 → 3478 Len=48"
"187","2.377211","74.125.250.243","192.53.53.104","UDP","162","3478 → 42934 Len=120"
"188","2.391841","74.125.250.243","192.53.53.104","UDP","157","3478 → 42934 Len=115"
"189","2.402304","74.125.250.243","192.53.53.104","RTCP","106","Application specific   subtype=13"
"190","2.411776","74.125.250.243","192.53.53.104","UDP","161","3478 → 42934 Len=119"
"191","2.431637","74.125.250.243","192.53.53.104","UDP","156","3478 → 42934 Len=114"
"192","2.437417","192.53.53.104","74.125.250.243","UDP","90","42934 → 3478 Len=48"
"193","2.444192","74.125.250.243","192.53.53.104","UDP","165","3478 → 42934 Len=123"
"194","2.451839","74.125.250.243","192.53.53.104","UDP","163","3478 → 42934 Len=121"
"195","2.451840","74.125.250.243","192.53.53.104","RTCP","106","Application specific   subtype=13"
"196","2.479525","74.125.250.243","192.53.53.104","UDP","156","3478 → 42934 Len=114"
"197","2.479526","74.125.250.243","192.53.53.104","UDP","87","3478 → 42934 Len=45"
"198","2.491677","74.125.250.243","192.53.53.104","UDP","158","3478 → 42934 Len=116"
"199","2.499893","192.53.53.104","74.125.250.243","UDP","90","42934 → 3478 Len=48"
"200","2.518269","74.125.250.243","192.53.53.104","UDP","165","3478 → 42934 Len=123"
"201","2.531156","192.53.53.104","74.125.250.243","RTCP","114","Receiver Report   "
"202","2.531530","74.125.250.243","192.53.53.104","UDP","163","3478 → 42934 Len=121"
"203","2.551549","74.125.250.243","192.53.53.104","UDP","160","3478 → 42934 Len=118"
"204","2.562476","192.53.53.104","74.125.250.243","UDP","90","42934 → 3478 Len=48"
"205","2.581089","74.125.250.243","192.53.53.104","UDP","158","3478 → 42934 Len=116"
"206","2.591546","74.125.250.243","192.53.53.104","UDP","163","3478 → 42934 Len=121"
"207","2.611497","74.125.250.243","192.53.53.104","UDP","160","3478 → 42934 Len=118"
"208","2.624895","192.53.53.104","74.125.250.243","UDP","90","42934 → 3478 Len=48"
"209","2.631788","74.125.250.243","192.53.53.104","UDP","168","3478 → 42934 Len=126"
"210","2.651703","74.125.250.243","192.53.53.104","UDP","158","3478 → 42934 Len=116"
"211","2.671627","74.125.250.243","192.53.53.104","UDP","165","3478 → 42934 Len=123"
"212","2.687375","192.53.53.104","74.125.250.243","UDP","90","42934 → 3478 Len=48"
"213","2.693798","74.125.250.243","192.53.53.104","UDP","156","3478 → 42934 Len=114"
"214","2.712030","74.125.250.243","192.53.53.104","UDP","165","3478 → 42934 Len=123"
"215","2.731843","74.125.250.243","192.53.53.104","UDP","164","3478 → 42934 Len=122"
"216","2.749892","192.53.53.104","74.125.250.243","UDP","90","42934 → 3478 Len=48"
"217","2.751699","74.125.250.243","192.53.53.104","UDP","165","3478 → 42934 Len=123"
"218","2.766655","192.53.53.104","74.125.250.243","UDP","188","42934 → 3478 Len=146"
"219","2.771775","74.125.250.243","192.53.53.104","UDP","163","3478 → 42934 Len=121"
"220","2.787855","192.53.53.104","74.125.250.243","UDP","193","42934 → 3478 Len=151"
"221","2.791579","74.125.250.243","192.53.53.104","UDP","149","3478 → 42934 Len=107"
"222","2.811614","74.125.250.243","192.53.53.104","UDP","151","3478 → 42934 Len=109"
"223","2.812364","192.53.53.104","74.125.250.243","UDP","90","42934 → 3478 Len=48"
"224","2.833570","74.125.250.243","192.53.53.104","UDP","153","3478 → 42934 Len=111"
"225","2.852124","74.125.250.243","192.53.53.104","UDP","164","3478 → 42934 Len=122"
"226","2.852125","74.125.250.243","192.53.53.104","RTCP","106","Application specific   subtype=13"
"227","2.874906","192.53.53.104","74.125.250.243","UDP","86","42934 → 3478 Len=44"
"228","2.880884","74.125.250.243","192.53.53.104","UDP","167","3478 → 42934 Len=125"
"229","2.880884","74.125.250.243","192.53.53.104","UDP","153","3478 → 42934 Len=111"
"230","2.888264","74.125.250.243","192.53.53.104","UDP","87","3478 → 42934 Len=45"
"231","2.891982","74.125.250.243","192.53.53.104","UDP","152","3478 → 42934 Len=110"
"232","2.911576","74.125.250.243","192.53.53.104","UDP","150","3478 → 42934 Len=108"
"233","2.932408","74.125.250.243","192.53.53.104","UDP","158","3478 → 42934 Len=116"
"234","2.937391","192.53.53.104","74.125.250.243","UDP","90","42934 → 3478 Len=48"
"235","2.952093","74.125.250.243","192.53.53.104","UDP","156","3478 → 42934 Len=114"
"236","2.975286","74.125.250.243","192.53.53.104","UDP","91","3478 → 42934 Len=49"
"237","2.999878","192.53.53.104","74.125.250.243","UDP","86","42934 → 3478 Len=44"
"238","3.187795","192.53.53.104","74.125.250.243","UDP","90","42934 → 3478 Len=48"
"239","3.197257","74.125.250.243","192.53.53.104","RTCP","322","Sender Report   "
"240","3.209155","192.53.53.104","74.125.250.243","UDP","95","42934 → 3478 Len=53"
"241","3.214741","74.125.250.243","192.53.53.104","UDP","722","3478 → 42934 Len=680"
"242","3.249906","192.53.53.104","74.125.250.243","UDP","86","42934 → 3478 Len=44"
"243","3.252709","74.125.250.243","192.53.53.104","RTCP","106","Application specific   subtype=13"
"244","3.265516","192.53.53.104","74.125.250.243","RTCP","114","Receiver Report   "
"245","3.289217","74.125.250.243","192.53.53.104","UDP","165","3478 → 42934 Len=123"
"246","3.312002","74.125.250.243","192.53.53.104","UDP","87","3478 → 42934 Len=45"
"247","3.312368","192.53.53.104","74.125.250.243","UDP","86","42934 → 3478 Len=44"
"248","3.347084","74.125.250.243","192.53.53.104","UDP","1039","3478 → 42934 Len=997"
"249","3.373683","74.125.250.243","192.53.53.104","UDP","156","3478 → 42934 Len=114"
"250","3.374963","192.53.53.104","74.125.250.243","UDP","86","42934 → 3478 Len=44"
"251","3.381277","74.125.250.243","192.53.53.104","UDP","1038","3478 → 42934 Len=996"
"252","3.391786","74.125.250.243","192.53.53.104","UDP","91","3478 → 42934 Len=49"
"253","3.437532","192.53.53.104","74.125.250.243","UDP","86","42934 → 3478 Len=44"
"254","3.448239","74.125.250.243","192.53.53.104","UDP","977","3478 → 42934 Len=935"
"255","3.499918","192.53.53.104","74.125.250.243","UDP","86","42934 → 3478 Len=44"
"256","3.609143","192.53.53.104","74.125.250.243","UDP","90","42934 → 3478 Len=48"
"257","3.625106","192.53.53.104","74.125.250.243","UDP","95","42934 → 3478 Len=53"
"258","3.653420","74.125.250.243","192.53.53.104","RTCP","106","Application specific   subtype=13"
"259","3.677025","192.53.53.104","157.240.211.1","TLSv1.2","98","Application Data"
"260","3.709027","157.240.211.1","192.53.53.104","TCP","66","443 → 56520 [ACK] Seq=1 Ack=33 Win=294 Len=0 TSval=291722226 TSecr=2186619150"
"261","3.709077","74.125.250.243","192.53.53.104","RTCP","106","Application specific   subtype=13"
"262","3.709078","74.125.250.243","192.53.53.104","UDP","164","3478 → 42934 Len=122"
"263","3.726013","74.125.250.243","192.53.53.104","UDP","87","3478 → 42934 Len=45"
"264","3.749904","192.53.53.104","74.125.250.243","UDP","86","42934 → 3478 Len=44"
"265","3.791578","74.125.250.243","192.53.53.104","UDP","165","3478 → 42934 Len=123"
"266","3.811644","74.125.250.243","192.53.53.104","UDP","91","3478 → 42934 Len=49"
"267","3.812420","192.53.53.104","74.125.250.243","UDP","86","42934 → 3478 Len=44"
"268","3.869168","157.240.211.1","192.53.53.104","TLSv1.2","94","Application Data"
"269","3.869190","192.53.53.104","157.240.211.1","TCP","66","56520 → 443 [ACK] Seq=33 Ack=29 Win=501 Len=0 TSval=2186619342 TSecr=291722390"
"270","3.890841","192.53.53.104","74.125.250.243","STUN","166","Binding Request user: gKr-PsS_9qryeAoKAAiKYigCIAQQ:Pk2y"
"271","3.926621","74.125.250.243","192.53.53.104","STUN","106","Binding Success Response XOR-MAPPED-ADDRESS: 118.71.137.48:7744"
"272","4.025868","192.53.53.104","74.125.250.243","UDP","90","42934 → 3478 Len=48"
"273","4.047260","192.53.53.104","74.125.250.243","UDP","95","42934 → 3478 Len=53"
"274","4.079750","192.53.53.104","157.240.211.1","TLSv1.2","98","Application Data"
"275","4.079900","192.53.53.104","157.240.211.1","TLSv1.2","98","Application Data"
"276","4.093854","192.53.53.104","74.125.250.243","RTCP","114","Receiver Report   "
"277","4.102407","157.240.211.1","192.53.53.104","TCP","66","443 → 40118 [ACK] Seq=1 Ack=33 Win=509 Len=0 TSval=3379753642 TSecr=2186619552"
"278","4.103693","74.125.250.243","192.53.53.104","RTCP","106","Application specific   subtype=13"
"279","4.103700","157.240.211.1","192.53.53.104","TCP","66","443 → 46164 [ACK] Seq=1 Ack=33 Win=321 Len=0 TSval=3811877469 TSecr=2186619553"
"280","4.146203","74.125.250.243","192.53.53.104","UDP","164","3478 → 42934 Len=122"
"281","4.146205","74.125.250.243","192.53.53.104","RTCP","322","Sender Report   "
"282","4.147976","74.125.250.243","192.53.53.104","UDP","87","3478 → 42934 Len=45"
"283","4.163270","192.53.53.104","142.250.76.234","UDP","71","58067 → 443 Len=29"
"284","4.187484","192.53.53.104","74.125.250.243","UDP","86","42934 → 3478 Len=44"
"285","4.199243","142.250.76.234","192.53.53.104","UDP","67","443 → 58067 Len=25"
"286","4.220035","74.125.250.243","192.53.53.104","UDP","160","3478 → 42934 Len=118"
"287","4.231641","74.125.250.243","192.53.53.104","UDP","91","3478 → 42934 Len=49"
"288","4.250102","192.53.53.104","74.125.250.243","UDP","86","42934 → 3478 Len=44"
"289","4.267437","157.240.211.1","192.53.53.104","TLSv1.2","94","Application Data"
"290","4.267478","192.53.53.104","157.240.211.1","TCP","66","40118 → 443 [ACK] Seq=33 Ack=29 Win=4363 Len=0 TSval=2186619740 TSecr=3379753806"
"291","4.271765","157.240.211.1","192.53.53.104","TLSv1.2","94","Application Data"
"292","4.271786","192.53.53.104","157.240.211.1","TCP","66","46164 → 443 [ACK] Seq=33 Ack=29 Win=481 Len=0 TSval=2186619744 TSecr=3811877637"
"293","4.447047","192.53.53.104","74.125.250.243","UDP","90","42934 → 3478 Len=48"
"294","4.468603","192.53.53.104","74.125.250.243","UDP","95","42934 → 3478 Len=53"
"295","4.507610","74.125.250.243","192.53.53.104","RTCP","106","Application specific   subtype=13"
"296","4.550759","74.125.250.243","192.53.53.104","UDP","169","3478 → 42934 Len=127"
"297","4.554756","74.125.250.243","192.53.53.104","UDP","999","3478 → 42934 Len=957"
"298","4.562563","192.53.53.104","74.125.250.243","UDP","86","42934 → 3478 Len=44"
"299","4.569037","74.125.250.243","192.53.53.104","UDP","87","3478 → 42934 Len=45"
"300","4.625096","192.53.53.104","74.125.250.243","UDP","86","42934 → 3478 Len=44"
"301","4.631900","74.125.250.243","192.53.53.104","UDP","157","3478 → 42934 Len=115"
"302","4.654428","74.125.250.243","192.53.53.104","UDP","91","3478 → 42934 Len=49"
"303","4.671942","192.53.53.104","74.125.250.243","RTCP","114","Receiver Report   "
"304","4.687600","192.53.53.104","74.125.250.243","UDP","86","42934 → 3478 Len=44"
"305","4.767385","74.125.250.243","192.53.53.104","UDP","1013","3478 → 42934 Len=971"
"306","4.790801","74.125.250.243","192.53.53.104","UDP","991","3478 → 42934 Len=949"
"307","4.791539","74.125.250.243","192.53.53.104","UDP","159","3478 → 42934 Len=117"
"308","4.812534","192.53.53.104","74.125.250.243","UDP","90","42934 → 3478 Len=48"
"309","4.815300","74.125.250.243","192.53.53.104","UDP","174","3478 → 42934 Len=132"
"310","4.834357","74.125.250.243","192.53.53.104","UDP","150","3478 → 42934 Len=108"
"311","4.852480","74.125.250.243","192.53.53.104","UDP","153","3478 → 42934 Len=111"
"312","4.868023","74.125.250.243","192.53.53.104","UDP","966","3478 → 42934 Len=924"
"313","4.868695","192.53.53.104","74.125.250.243","UDP","90","42934 → 3478 Len=48"
"314","4.871772","74.125.250.243","192.53.53.104","UDP","157","3478 → 42934 Len=115"
"315","4.875117","192.53.53.104","74.125.250.243","UDP","90","42934 → 3478 Len=48"
"316","4.890244","192.53.53.104","74.125.250.243","UDP","95","42934 → 3478 Len=53"
"317","4.891634","74.125.250.243","192.53.53.104","UDP","163","3478 → 42934 Len=121"
"318","4.905059","74.125.250.243","192.53.53.104","RTCP","106","Application specific   subtype=13"
"319","4.919708","74.125.250.243","192.53.53.104","UDP","158","3478 → 42934 Len=116"
"320","4.936790","74.125.250.243","192.53.53.104","UDP","155","3478 → 42934 Len=113"
"321","4.937398","192.53.53.104","74.125.250.243","UDP","90","42934 → 3478 Len=48"
"322","4.945627","192.53.53.104","142.250.198.110","UDP","762","40867 → 443 Len=720"
"323","4.951549","74.125.250.243","192.53.53.104","UDP","154","3478 → 42934 Len=112"
"324","4.954839","74.125.250.243","192.53.53.104","RTCP","106","Application specific   subtype=13"
"325","4.970419","74.125.250.243","192.53.53.104","UDP","162","3478 → 42934 Len=120"
"326","4.971807","74.125.250.243","192.53.53.104","UDP","152","3478 → 42934 Len=110"
"327","4.978468","142.250.198.110","192.53.53.104","UDP","73","443 → 40867 Len=31"
"328","4.984711","192.53.53.104","142.250.198.110","UDP","75","40867 → 443 Len=33"
"329","4.988384","74.125.250.243","192.53.53.104","UDP","87","3478 → 42934 Len=45"
"330","4.991864","74.125.250.243","192.53.53.104","UDP","157","3478 → 42934 Len=115"
"331","4.999928","192.53.53.104","74.125.250.243","UDP","90","42934 → 3478 Len=48"
"332","5.000055","74.125.250.243","192.53.53.104","UDP","684","3478 → 42934 Len=642"
"333","5.003656","74.125.250.243","192.53.53.104","UDP","684","3478 → 42934 Len=642"
"334","5.008641","142.250.198.110","192.53.53.104","UDP","1292","443 → 40867 Len=1250"
"335","5.009789","142.250.198.110","192.53.53.104","UDP","1287","443 → 40867 Len=1245"
"336","5.009789","142.250.198.110","192.53.53.104","UDP","1292","443 → 40867 Len=1250"
"337","5.009789","142.250.198.110","192.53.53.104","UDP","159","443 → 40867 Len=117"
"338","5.009789","142.250.198.110","192.53.53.104","UDP","288","443 → 40867 Len=246"
"339","5.013068","74.125.250.243","192.53.53.104","UDP","91","3478 → 42934 Len=49"
"340","5.015308","192.53.53.104","142.250.198.110","UDP","80","40867 → 443 Len=38"
"341","5.040390","74.125.250.243","192.53.53.104","UDP","711","3478 → 42934 Len=669"
"342","5.048656","142.250.198.110","192.53.53.104","UDP","68","443 → 40867 Len=26"
"343","5.062596","192.53.53.104","74.125.250.243","UDP","90","42934 → 3478 Len=48"
"344","5.075048","74.125.250.243","192.53.53.104","UDP","1001","3478 → 42934 Len=959"
